Time[s],RateRoll[°/s],RatePitch[°/s],RateYaw[°/s],AccX[m/s^2],AccY[m/s^2],AccZ[m/s^2],HX711_readings,Applied_Torque[Nm]
1105.38,-0.13,-0.03,-0.07,1.59,-9.64,1.03,2544031.0,0.5
1105.5,-0.12,-0.02,-0.07,1.59,-9.63,1.03,2543055.0,0.5
1105.6,-0.1,-0.02,-0.05,1.6,-9.63,1.03,2548116.0,0.5
1105.71,-0.07,-0.03,-0.04,1.6,-9.62,1.03,2549712.0,0.5
1105.82,-0.05,-0.04,-0.0,1.59,-9.62,1.03,2551960.0,0.5
1105.93,-0.05,-0.04,0.05,1.6,-9.62,1.04,2547854.0,0.5
1106.04,-0.07,-0.03,0.09,1.61,-9.63,1.05,2531884.0,0.5
1106.14,-0.07,-0.01,0.1,1.63,-9.64,1.06,2507208.0,0.5
1106.25,-0.08,-0.01,0.07,1.63,-9.64,1.06,2537977.0,0.5
1106.36,-0.1,-0.02,0.0,1.63,-9.63,1.05,2527649.0,0.5
1106.46,-0.13,-0.03,-0.03,1.62,-9.63,1.03,2550076.0,0.5
1106.57,-0.15,-0.01,-0.06,1.61,-9.63,1.03,2532003.0,0.5
1106.68,-0.14,0.03,-0.06,1.61,-9.62,1.03,2534066.0,0.5
1106.79,-0.14,0.06,-0.03,1.61,-9.61,1.03,2551451.0,0.5
1106.89,-0.14,0.08,-0.02,1.61,-9.61,1.04,2538664.0,0.5
1107.0,-0.15,0.08,0.01,1.63,-9.61,1.04,2552425.0,0.5
1107.11,-0.16,0.07,0.01,1.63,-9.6,1.04,2537682.0,0.5
1107.22,-0.17,0.07,0.01,1.62,-9.6,1.04,2547166.0,0.5
1107.32,-0.17,0.07,0.01,1.61,-9.6,1.04,2544024.0,0.5
1107.43,-0.17,0.05,-0.02,1.61,-9.61,1.04,2533591.0,0.5
1107.54,-0.17,0.02,-0.03,1.61,-9.62,1.04,2543352.0,0.5
1107.65,-0.15,-0.01,-0.03,1.61,-9.63,1.04,2533574.0,0.5
1107.75,-0.13,-0.04,-0.01,1.6,-9.63,1.05,2540773.0,0.5
1107.86,-0.12,-0.03,0.01,1.6,-9.62,1.05,2533453.0,0.5
1107.97,-0.12,0.01,0.02,1.61,-9.62,1.04,2537715.0,0.5
1108.07,-0.11,0.05,0.01,1.62,-9.61,1.04,2544034.0,0.5
1108.18,-0.11,0.06,-0.03,1.64,-9.61,1.04,2540256.0,0.5
1108.29,-0.11,0.05,-0.04,1.65,-9.6,1.03,2541393.0,0.5
1108.4,-0.1,0.03,-0.05,1.63,-9.6,1.03,2537200.0,0.5
1108.51,-0.1,-0.01,-0.05,1.61,-9.59,1.03,2535786.0,0.5
1108.61,-0.11,-0.05,-0.04,1.6,-9.61,1.04,2533812.0,0.5
1108.72,-0.12,-0.08,-0.03,1.6,-9.62,1.07,2537331.0,0.5
1108.83,-0.14,-0.09,-0.01,1.6,-9.63,1.08,2532408.0,0.5
1108.94,-0.18,-0.06,0.02,1.6,-9.63,1.09,2538786.0,0.5
1109.04,-0.19,0.0,0.05,1.61,-9.62,1.09,2530535.0,0.5
1109.15,-0.17,0.05,0.06,1.61,-9.6,1.07,2537358.0,0.5
1109.26,-0.15,0.05,0.03,1.61,-9.6,1.04,2541982.0,0.5
1109.37,-0.12,0.02,0.0,1.6,-9.6,1.0,2548837.0,0.5
1109.47,-0.1,-0.01,-0.01,1.59,-9.6,0.99,2549581.0,0.5
1109.58,-0.1,-0.04,-0.02,1.6,-9.6,1.0,2539566.0,0.5
1109.69,-0.09,-0.03,-0.0,1.61,-9.61,1.02,2547929.0,0.5
1109.8,-0.09,-0.02,-0.0,1.62,-9.62,1.05,2540460.0,0.5
1109.9,-0.12,-0.02,-0.03,1.62,-9.63,1.06,2547396.0,0.5
1110.01,-0.14,-0.03,-0.04,1.63,-9.63,1.08,2533777.0,0.5
1110.12,-0.15,-0.03,-0.04,1.62,-9.63,1.08,2536755.0,0.5
1110.22,-0.16,-0.02,-0.04,1.61,-9.62,1.08,2535508.0,0.5
1110.33,-0.18,-0.02,-0.04,1.61,-9.62,1.08,2531248.0,0.5
1110.44,-0.17,-0.04,-0.05,1.6,-9.62,1.08,2532423.0,0.5
1110.55,-0.16,-0.06,-0.06,1.61,-9.62,1.06,2529895.0,0.5
1110.66,-0.15,-0.09,-0.06,1.62,-9.6,1.03,2528373.0,0.5
1110.76,-0.16,-0.1,-0.04,1.61,-9.59,1.01,2531424.0,0.5
1110.87,-0.17,-0.09,-0.02,1.6,-9.59,0.98,2526694.0,0.5
1110.98,-0.17,-0.08,-0.02,1.6,-9.59,0.98,2530810.0,0.5
1111.08,-0.16,-0.05,-0.05,1.6,-9.6,1.0,2525792.0,0.5
1111.19,-0.14,-0.03,-0.04,1.6,-9.6,1.03,2530641.0,0.5
1111.3,-0.12,-0.02,-0.04,1.61,-9.6,1.06,2530450.0,0.5
1111.41,-0.1,-0.0,-0.05,1.62,-9.61,1.07,2524976.0,0.5
1111.52,-0.11,0.01,-0.03,1.62,-9.61,1.07,2530355.0,0.5
1111.62,-0.13,0.01,-0.0,1.62,-9.61,1.06,2524753.0,0.5
1111.73,-0.16,0.0,0.02,1.61,-9.6,1.05,2530147.0,0.5
1111.84,-0.17,-0.0,0.04,1.59,-9.6,1.03,2524811.0,0.5
1111.94,-0.17,-0.01,0.04,1.57,-9.61,1.03,2524613.0,0.5
1112.05,-0.16,-0.01,0.04,1.56,-9.62,1.03,2529477.0,0.5
1112.16,-0.17,-0.02,0.02,1.56,-9.64,1.02,2524408.0,0.5
1112.27,-0.19,-0.02,0.0,1.57,-9.64,1.02,2529121.0,0.5
1112.38,-0.21,0.01,-0.02,1.59,-9.63,1.02,2524519.0,0.5
1112.48,-0.21,0.04,-0.02,1.62,-9.62,1.02,2528637.0,0.5
1112.59,-0.21,0.05,-0.02,1.63,-9.61,1.01,2527937.0,0.5
1112.7,-0.24,0.04,-0.01,1.63,-9.61,1.02,2524229.0,0.5
1112.8,-0.28,0.0,0.01,1.63,-9.61,1.03,2526912.0,0.5
1112.91,-0.31,-0.01,-0.0,1.62,-9.6,1.05,2524178.0,0.5
1113.02,-0.3,0.01,-0.01,1.61,-9.6,1.07,2526121.0,0.5
1113.13,-0.27,0.03,-0.02,1.61,-9.59,1.08,2524236.0,0.5
1113.23,-0.23,0.03,-0.03,1.62,-9.6,1.07,2524239.0,0.5
1113.34,-0.2,0.03,-0.03,1.63,-9.61,1.06,2524298.0,0.5
1113.45,-0.18,0.03,-0.04,1.62,-9.63,1.05,2524132.0,0.5
1113.56,-0.16,0.01,-0.05,1.61,-9.64,1.06,2523258.0,0.5
1113.67,-0.13,-0.03,-0.04,1.59,-9.63,1.07,2523800.0,0.5
1113.78,-0.12,-0.04,-0.04,1.59,-9.63,1.07,2522141.0,0.5
1113.88,-0.11,-0.03,-0.02,1.6,-9.62,1.07,2521289.0,0.5
1113.99,-0.14,-0.01,-0.01,1.61,-9.62,1.07,2523224.0,0.5
1114.1,-0.17,0.01,0.0,1.6,-9.62,1.05,2520634.0,0.5
1114.2,-0.19,0.03,0.01,1.6,-9.62,1.04,2522901.0,0.5
1114.31,-0.18,0.04,-0.01,1.6,-9.62,1.03,2519953.0,0.5
1114.42,-0.15,0.05,-0.06,1.62,-9.62,1.03,2522671.0,0.5
1114.53,-0.14,0.04,-0.09,1.64,-9.62,1.04,2522354.0,0.5
1114.64,-0.15,0.02,-0.07,1.66,-9.61,1.05,2518784.0,0.5
1114.74,-0.16,0.02,-0.05,1.66,-9.6,1.05,2521869.0,0.5
1114.85,-0.15,0.04,-0.03,1.64,-9.59,1.04,2518085.0,0.5
1114.96,-0.14,0.06,-0.01,1.62,-9.58,1.04,2521299.0,0.5
1115.07,-0.13,0.07,0.01,1.6,-9.58,1.04,2517522.0,0.5
1115.17,-0.1,0.04,0.04,1.59,-9.59,1.04,2516992.0,0.5
1115.28,-0.09,0.03,0.07,1.59,-9.6,1.05,2520315.0,0.5
1115.39,-0.11,0.04,0.07,1.6,-9.59,1.06,2516752.0,0.5
1115.5,-0.12,0.04,0.05,1.61,-9.59,1.06,2519803.0,0.5
1115.6,-0.11,0.02,0.03,1.62,-9.59,1.05,2516655.0,0.5
1115.71,-0.11,-0.01,-0.01,1.62,-9.59,1.03,2519498.0,0.5
1115.82,-0.11,-0.03,-0.04,1.61,-9.59,1.03,2518983.0,0.5
1115.93,-0.14,-0.05,-0.06,1.61,-9.59,1.04,2516600.0,0.5
1116.03,-0.16,-0.05,-0.05,1.61,-9.6,1.04,2518259.0,0.5
1116.14,-0.17,-0.05,-0.05,1.62,-9.61,1.04,2516478.0,0.5
1116.25,-0.16,-0.03,-0.06,1.63,-9.61,1.04,2517581.0,0.5
1116.36,-0.16,-0.03,-0.07,1.62,-9.62,1.05,2516497.0,0.5
1116.46,-0.15,-0.05,-0.07,1.61,-9.62,1.06,2516575.0,0.5
1116.57,-0.12,-0.06,-0.04,1.62,-9.63,1.07,2516698.0,0.5
1116.68,-0.11,-0.06,-0.03,1.64,-9.64,1.08,2516757.0,0.5
1116.79,-0.12,-0.07,-0.03,1.64,-9.64,1.08,2516338.0,0.5
1116.89,-0.12,-0.08,-0.03,1.64,-9.62,1.07,2516851.0,0.5
1117.0,-0.12,-0.09,-0.03,1.63,-9.61,1.06,2516062.0,0.5
1117.11,-0.11,-0.07,-0.02,1.63,-9.6,1.05,2516908.0,0.5
1117.22,-0.11,-0.04,-0.01,1.62,-9.59,1.04,2516751.0,0.5
1117.32,-0.12,-0.03,-0.0,1.6,-9.59,1.04,2515042.0,0.5
1117.43,-0.13,-0.05,-0.0,1.58,-9.6,1.05,2516565.0,0.5
1117.54,-0.14,-0.05,-0.02,1.59,-9.6,1.06,2514611.0,0.5
1117.65,-0.15,-0.05,-0.03,1.6,-9.6,1.06,2516452.0,0.5
1117.75,-0.17,-0.03,-0.03,1.61,-9.6,1.05,2514188.0,0.5
1117.86,-0.18,-0.01,-0.03,1.62,-9.6,1.04,2514056.0,0.5
1117.97,-0.16,0.01,-0.01,1.62,-9.6,1.04,2516396.0,0.5
1118.08,-0.13,0.02,0.0,1.61,-9.62,1.04,2513691.0,0.5
1118.19,-0.1,0.03,0.02,1.61,-9.63,1.04,2516333.0,0.5
1118.29,-0.1,0.02,0.03,1.61,-9.63,1.04,2513536.0,0.5
1118.4,-0.12,0.0,0.02,1.6,-9.63,1.04,2515802.0,0.5
1118.51,-0.13,-0.03,0.01,1.6,-9.63,1.05,2515493.0,0.5
1118.61,-0.12,-0.07,-0.0,1.61,-9.63,1.04,2512790.0,0.5
1118.72,-0.11,-0.08,0.01,1.61,-9.63,1.04,2515119.0,0.5
1118.83,-0.14,-0.06,0.01,1.6,-9.63,1.06,2512682.0,0.5
1118.93,-0.17,-0.04,0.01,1.6,-9.62,1.07,2514827.0,0.5
1119.04,-0.19,-0.05,-0.0,1.6,-9.61,1.07,2512646.0,0.5
1119.15,-0.18,-0.05,-0.0,1.61,-9.61,1.07,2512662.0,0.5
1119.26,-0.15,-0.03,-0.01,1.61,-9.6,1.05,2514046.0,0.5
1119.36,-0.12,-0.01,-0.03,1.61,-9.6,1.03,2512714.0,0.5
1119.47,-0.08,0.0,-0.04,1.62,-9.61,1.02,2513456.0,0.5
1119.58,-0.06,-0.02,-0.02,1.63,-9.62,1.03,2512415.0,0.5
1119.69,-0.07,-0.05,0.01,1.64,-9.63,1.03,2512895.0,0.5
1119.79,-0.09,-0.06,0.03,1.65,-9.64,1.04,2512375.0,0.5
1119.9,-0.11,-0.03,0.03,1.64,-9.63,1.05,2512261.0,0.5
1120.01,-0.14,-0.0,-0.01,1.63,-9.63,1.05,2511904.0,0.5
1120.12,-0.16,0.02,-0.04,1.62,-9.64,1.04,2512144.0,0.5
1120.22,-0.16,0.04,-0.04,1.62,-9.65,1.04,2511535.0,0.5
1120.33,-0.14,0.05,-0.03,1.61,-9.64,1.04,2512264.0,0.5
1120.44,-0.09,0.05,-0.01,1.6,-9.63,1.04,2512283.0,0.5
1120.55,-0.07,0.03,-0.0,1.6,-9.63,1.05,2510974.0,0.5
1120.65,-0.1,-0.01,-0.01,1.59,-9.62,1.06,2512185.0,0.5
1120.76,-0.14,-0.04,-0.02,1.58,-9.62,1.06,2510362.0,0.5
1120.87,-0.16,-0.07,0.01,1.57,-9.62,1.07,2511895.0,0.5
1120.98,-0.15,-0.08,0.01,1.57,-9.62,1.06,2510036.0,0.5
1121.08,-0.12,-0.07,0.0,1.58,-9.63,1.05,2509792.0,0.5
1121.19,-0.11,-0.06,-0.01,1.6,-9.63,1.04,2511401.0,0.5
1121.3,-0.11,-0.03,-0.01,1.61,-9.64,1.04,2509526.0,0.5
1121.41,-0.12,-0.01,-0.01,1.62,-9.65,1.05,2511254.0,0.5
1121.51,-0.15,-0.0,-0.01,1.63,-9.65,1.05,2509299.0,0.5
1121.63,-0.18,0.02,0.01,1.62,-9.63,1.05,2510983.0,0.5
1121.74,-0.19,0.05,0.03,1.61,-9.61,1.06,2510543.0,0.5
1121.84,-0.19,0.05,0.03,1.6,-9.59,1.05,2508739.0,0.5
1121.95,-0.19,0.03,0.01,1.59,-9.59,1.05,2509973.0,0.5
1122.06,-0.17,0.01,-0.02,1.58,-9.59,1.04,2508352.0,0.5
1122.17,-0.15,-0.0,-0.02,1.58,-9.6,1.03,2509444.0,0.5
1122.27,-0.13,-0.0,-0.02,1.58,-9.59,1.04,2508026.0,0.5
1122.38,-0.12,-0.01,-0.03,1.58,-9.59,1.04,2507826.0,0.5
1122.49,-0.13,-0.01,-0.03,1.58,-9.59,1.04,2508703.0,0.5
1122.6,-0.16,-0.01,-0.04,1.58,-9.59,1.05,2507950.0,0.5
1122.7,-0.21,-0.01,-0.05,1.58,-9.59,1.06,2508544.0,0.5
1122.81,-0.25,-0.02,-0.06,1.58,-9.6,1.07,2508073.0,0.5
1122.92,-0.27,-0.02,-0.06,1.59,-9.6,1.08,2508387.0,0.5
1123.03,-0.25,-0.01,-0.07,1.59,-9.61,1.1,2508220.0,0.5
1123.14,-0.21,-0.01,-0.09,1.6,-9.62,1.11,2508218.0,0.5
1123.24,-0.18,-0.03,-0.09,1.61,-9.62,1.11,2507992.0,0.5
1123.35,-0.15,-0.04,-0.08,1.61,-9.63,1.1,2508214.0,0.5
1123.46,-0.13,-0.05,-0.04,1.6,-9.62,1.1,2507782.0,0.5
1123.57,-0.12,-0.04,0.01,1.6,-9.62,1.1,2508185.0,0.5
1123.68,-0.12,-0.03,0.02,1.61,-9.62,1.11,2508266.0,0.5
1123.78,-0.12,-0.01,0.01,1.61,-9.62,1.09,2507385.0,0.5
1123.89,-0.12,-0.0,-0.01,1.61,-9.62,1.06,2508098.0,0.5
1124.0,-0.11,0.02,-0.04,1.61,-9.62,1.04,2507122.0,0.5
1124.1,-0.11,0.04,-0.08,1.62,-9.62,1.02,2507961.0,0.5
1124.21,-0.12,0.05,-0.1,1.62,-9.62,1.02,2506738.0,0.5
1124.32,-0.13,0.04,-0.09,1.61,-9.62,1.0,2506412.0,0.5
1124.43,-0.13,0.02,-0.08,1.6,-9.63,0.99,2507352.0,0.5
1124.53,-0.13,0.01,-0.1,1.6,-9.63,0.98,2506063.0,0.5
1124.64,-0.11,0.0,-0.1,1.61,-9.64,0.99,2506919.0,0.5
1124.75,-0.11,0.01,-0.07,1.62,-9.65,1.0,2505751.0,0.5
1124.85,-0.13,0.01,-0.03,1.63,-9.63,1.03,2506723.0,0.5
1124.96,-0.14,0.0,-0.01,1.63,-9.61,1.05,2505723.0,0.5
1125.07,-0.14,-0.04,-0.01,1.62,-9.6,1.05,2505465.0,0.5
1125.18,-0.14,-0.08,-0.01,1.61,-9.6,1.05,2506309.0,0.5
1125.28,-0.15,-0.09,-0.01,1.6,-9.61,1.06,2505480.0,0.5
1125.39,-0.19,-0.05,-0.0,1.6,-9.62,1.06,2505981.0,0.5
1125.5,-0.21,-0.01,0.0,1.61,-9.62,1.06,2505376.0,0.5
1125.6,-0.22,0.0,0.01,1.62,-9.62,1.06,2505554.0,0.5
1125.71,-0.22,-0.02,0.02,1.62,-9.62,1.08,2505229.0,0.5
1125.82,-0.21,-0.04,0.02,1.6,-9.63,1.09,2504894.0,0.5
1125.93,-0.19,-0.07,0.01,1.59,-9.62,1.08,2504886.0,0.5
1126.04,-0.18,-0.08,-0.0,1.58,-9.62,1.07,2504732.0,0.5
1126.14,-0.19,-0.08,-0.0,1.59,-9.61,1.05,2504689.0,0.5
1126.25,-0.19,-0.06,0.0,1.6,-9.62,1.03,2504659.0,0.5
1126.36,-0.18,-0.03,0.02,1.61,-9.62,1.02,2504559.0,0.5
1126.46,-0.16,-0.01,0.04,1.61,-9.61,1.03,2504367.0,0.5
1126.57,-0.14,0.02,0.06,1.61,-9.61,1.04,2504440.0,0.5
1126.68,-0.15,0.04,0.05,1.62,-9.6,1.04,2504105.0,0.5
1126.79,-0.18,0.04,0.03,1.63,-9.59,1.05,2504163.0,0.5
1126.9,-0.2,0.03,0.01,1.64,-9.58,1.05,2503854.0,0.5
1127.01,-0.21,-0.01,-0.01,1.64,-9.57,1.06,2503510.0,0.5
1127.11,-0.17,-0.04,-0.0,1.62,-9.58,1.07,2503798.0,0.5
1127.22,-0.13,-0.06,0.01,1.61,-9.59,1.06,2503351.0,0.5
1127.33,-0.12,-0.07,0.02,1.6,-9.6,1.06,2503607.0,0.5
1127.44,-0.13,-0.06,0.01,1.6,-9.61,1.06,2503104.0,0.5
1127.54,-0.14,-0.02,0.0,1.61,-9.61,1.06,2503508.0,0.5
1127.65,-0.17,0.02,0.0,1.63,-9.61,1.06,2503520.0,0.5
1127.76,-0.2,0.03,0.0,1.64,-9.6,1.07,2502962.0,0.5
1127.86,-0.2,0.04,0.01,1.63,-9.61,1.06,2503355.0,0.5
1127.97,-0.18,0.05,0.02,1.62,-9.63,1.05,2502745.0,0.5
1128.08,-0.15,0.05,0.03,1.62,-9.64,1.03,2503121.0,0.5
1128.19,-0.12,0.03,0.03,1.62,-9.63,1.03,2502530.0,0.5
1128.29,-0.1,-0.01,0.01,1.62,-9.62,1.05,2502399.0,0.5
1128.4,-0.09,-0.04,-0.02,1.63,-9.61,1.06,2502681.0,0.5
1128.51,-0.1,-0.06,-0.02,1.62,-9.61,1.06,2502278.0,0.5
1128.61,-0.13,-0.05,0.0,1.61,-9.6,1.06,2502432.0,0.5
1128.72,-0.15,-0.05,0.03,1.6,-9.61,1.06,2502051.0,0.5
1128.83,-0.14,-0.05,0.03,1.6,-9.61,1.06,2502235.0,0.5
1128.94,-0.12,-0.04,0.03,1.59,-9.61,1.05,2502046.0,0.5
1129.04,-0.12,-0.0,0.03,1.6,-9.62,1.05,2501706.0,0.5
1129.15,-0.11,0.02,0.03,1.61,-9.62,1.06,2501721.0,0.5
1129.26,-0.1,0.01,0.02,1.6,-9.62,1.08,2501463.0,0.5
1129.37,-0.11,-0.0,0.01,1.6,-9.62,1.08,2501575.0,0.5
1129.47,-0.11,-0.02,-0.0,1.6,-9.63,1.08,2501181.0,0.5
1129.58,-0.11,-0.03,-0.02,1.59,-9.63,1.08,2501012.0,0.5
1129.69,-0.11,-0.03,-0.05,1.6,-9.63,1.07,2500948.0,0.5
1129.8,-0.13,-0.01,-0.08,1.61,-9.63,1.05,2501009.0,0.5
1129.91,-0.15,0.02,-0.08,1.62,-9.63,1.03,2500852.0,0.5
1130.02,-0.18,0.04,-0.05,1.63,-9.62,1.02,2500865.0,0.5
1130.12,-0.2,0.02,-0.03,1.64,-9.62,1.03,2500603.0,0.5
1130.23,-0.21,0.0,-0.03,1.65,-9.62,1.04,2500429.0,0.5
1130.34,-0.21,-0.01,-0.03,1.64,-9.62,1.05,2500559.0,0.5
1130.45,-0.19,-0.01,-0.04,1.63,-9.62,1.06,2500163.0,0.5
1130.55,-0.17,-0.01,-0.04,1.63,-9.62,1.07,2500341.0,0.5
1130.66,-0.15,-0.01,-0.03,1.63,-9.62,1.08,2499983.0,0.5
1130.77,-0.14,-0.03,-0.02,1.61,-9.62,1.09,2500155.0,0.5
1130.88,-0.15,-0.05,0.01,1.61,-9.61,1.09,2500016.0,0.5
1130.98,-0.18,-0.05,0.04,1.62,-9.6,1.07,2499587.0,0.5
1131.09,-0.19,-0.06,0.05,1.63,-9.58,1.06,2499894.0,0.5
1131.2,-0.17,-0.08,0.04,1.62,-9.58,1.04,2499477.0,0.5
1131.31,-0.16,-0.08,0.01,1.61,-9.58,1.03,2499828.0,0.5
1131.42,-0.15,-0.07,-0.02,1.59,-9.58,1.03,2499430.0,0.5
1131.53,-0.14,-0.06,-0.03,1.6,-9.59,1.04,2499245.0,0.5
1131.63,-0.12,-0.02,-0.03,1.6,-9.61,1.04,2499341.0,0.5
1131.74,-0.14,0.03,-0.04,1.6,-9.62,1.03,2499029.0,0.5
1131.84,-0.16,0.05,-0.02,1.6,-9.62,1.03,2499111.0,0.5
1131.95,-0.16,0.03,-0.02,1.6,-9.62,1.03,2498835.0,0.5
1132.06,-0.13,0.02,-0.02,1.6,-9.61,1.04,2498729.0,0.5
1132.17,-0.1,0.01,-0.0,1.61,-9.59,1.05,2498592.0,0.5
1132.27,-0.1,-0.01,0.01,1.62,-9.59,1.05,2498724.0,0.5
1132.38,-0.12,-0.02,0.01,1.61,-9.6,1.05,2498417.0,0.5
1132.49,-0.15,-0.03,-0.0,1.6,-9.63,1.06,2498688.0,0.5
1132.6,-0.16,-0.04,-0.02,1.6,-9.64,1.05,2498235.0,0.5
1132.7,-0.16,-0.04,-0.02,1.59,-9.64,1.05,2498594.0,0.5
1132.81,-0.15,-0.03,0.02,1.58,-9.64,1.04,2498360.0,0.5
1132.92,-0.14,-0.01,0.05,1.58,-9.63,1.04,2497760.0,0.5
1133.03,-0.12,-0.01,0.06,1.58,-9.62,1.04,2498263.0,0.5
1133.14,-0.11,-0.01,0.04,1.58,-9.62,1.05,2497487.0,0.5
1133.24,-0.11,-0.01,0.02,1.59,-9.62,1.06,2498042.0,0.5
1133.35,-0.13,-0.0,0.02,1.59,-9.61,1.06,2497381.0,0.5
1133.46,-0.15,0.01,0.03,1.6,-9.61,1.05,2497863.0,0.5
1133.57,-0.16,0.04,0.02,1.61,-9.61,1.04,2497765.0,0.5
1133.67,-0.17,0.05,0.01,1.61,-9.62,1.03,2497132.0,0.5
1133.78,-0.17,0.05,-0.01,1.61,-9.62,1.04,2497575.0,0.5
1133.89,-0.15,0.05,-0.03,1.61,-9.61,1.06,2496994.0,0.5
1133.99,-0.13,0.06,-0.06,1.62,-9.62,1.07,2497484.0,0.5
1134.1,-0.12,0.05,-0.06,1.63,-9.65,1.07,2496858.0,0.5
1134.21,-0.12,0.02,-0.04,1.64,-9.66,1.06,2496710.0,0.5
1134.32,-0.1,-0.0,-0.0,1.63,-9.67,1.06,2497018.0,0.5
1134.43,-0.11,-0.02,0.01,1.62,-9.66,1.07,2496517.0,0.5
1134.53,-0.14,-0.04,0.02,1.61,-9.65,1.07,2496852.0,0.5
1134.64,-0.16,-0.05,0.03,1.62,-9.64,1.07,2496479.0,0.5
1134.76,-0.15,-0.01,0.05,1.63,-9.63,1.05,2496350.0,0.5
1134.86,-0.12,0.02,0.06,1.64,-9.61,1.04,2496422.0,0.5
1134.97,-0.09,0.03,0.05,1.64,-9.6,1.03,2496247.0,0.5
1135.08,-0.08,0.02,0.03,1.63,-9.6,1.02,2496065.0,0.5
1135.19,-0.1,0.02,-0.0,1.63,-9.61,1.02,2496122.0,0.5
1135.29,-0.11,0.03,-0.03,1.63,-9.62,1.01,2495915.0,0.5
1135.4,-0.12,0.02,-0.05,1.63,-9.62,1.02,2495660.0,0.5
1135.51,-0.15,0.01,-0.07,1.63,-9.6,1.04,2495888.0,0.5
1135.62,-0.18,0.01,-0.05,1.61,-9.6,1.05,2495588.0,0.5
1135.72,-0.19,0.0,0.01,1.6,-9.59,1.06,2495777.0,0.5
1135.83,-0.19,0.01,0.05,1.6,-9.6,1.05,2495460.0,0.5
1135.94,-0.2,0.02,0.06,1.6,-9.6,1.04,2495670.0,0.5
1136.05,-0.2,0.01,0.03,1.6,-9.61,1.04,2495322.0,0.5
1136.15,-0.19,-0.0,-0.0,1.61,-9.61,1.05,2495155.0,0.5
1136.26,-0.17,-0.04,-0.02,1.62,-9.61,1.06,2495257.0,0.5
1136.37,-0.17,-0.06,-0.02,1.64,-9.62,1.05,2495036.0,0.5
1136.47,-0.17,-0.04,-0.03,1.64,-9.62,1.04,2495099.0,0.5
1136.58,-0.17,0.01,-0.06,1.63,-9.62,1.04,2494853.0,0.5
1136.69,-0.17,0.02,-0.09,1.62,-9.62,1.05,2494863.0,0.5
1136.8,-0.18,-0.0,-0.11,1.61,-9.62,1.05,2494668.0,0.5
1136.91,-0.19,-0.01,-0.13,1.61,-9.63,1.05,2494554.0,0.5
1137.01,-0.2,-0.01,-0.11,1.6,-9.64,1.04,2494550.0,0.5
1137.12,-0.21,-0.04,-0.07,1.59,-9.64,1.03,2494511.0,0.5
1137.23,-0.22,-0.06,-0.03,1.59,-9.63,1.02,2494466.0,0.5
1137.34,-0.23,-0.06,-0.03,1.6,-9.62,1.03,2494401.0,0.5
1137.44,-0.2,-0.03,-0.03,1.6,-9.63,1.04,2494348.0,0.5
1137.55,-0.16,-0.01,-0.04,1.61,-9.64,1.05,2494168.0,0.5
1137.66,-0.16,0.01,-0.03,1.61,-9.64,1.05,2494152.0,0.5
1137.77,-0.17,0.02,0.0,1.62,-9.63,1.04,2493963.0,0.5
1137.88,-0.18,0.03,0.04,1.61,-9.63,1.03,2494048.0,0.5
1137.99,-0.17,0.01,0.04,1.6,-9.64,1.03,2493986.0,0.5
1138.1,-0.17,-0.02,-0.0,1.59,-9.64,1.04,2493854.0,0.5
1138.2,-0.17,-0.05,-0.06,1.6,-9.64,1.04,2493880.0,0.5
1138.31,-0.17,-0.05,-0.08,1.61,-9.63,1.03,2493674.0,0.5
1138.42,-0.15,-0.04,-0.06,1.62,-9.62,1.03,2493786.0,0.5
1138.53,-0.15,-0.02,-0.03,1.62,-9.61,1.04,2493584.0,0.5
1138.64,-0.15,0.01,0.0,1.62,-9.6,1.05,2493428.0,0.5
1138.74,-0.14,0.02,0.04,1.62,-9.59,1.05,2493551.0,0.5
1138.85,-0.13,0.03,0.05,1.62,-9.59,1.04,2493262.0,0.5
1138.96,-0.11,0.02,0.03,1.61,-9.59,1.04,2493322.0,0.5
1139.07,-0.09,0.0,0.0,1.62,-9.6,1.05,2493234.0,0.5
1139.17,-0.07,0.01,-0.0,1.62,-9.61,1.07,2493155.0,0.5
1139.28,-0.06,0.04,0.01,1.62,-9.62,1.07,2493037.0,0.5
1139.39,-0.07,0.07,0.04,1.6,-9.62,1.07,2492892.0,0.5
1139.49,-0.1,0.1,0.04,1.58,-9.62,1.07,2492844.0,0.5
1139.6,-0.13,0.08,0.03,1.57,-9.61,1.07,2492737.0,0.5
1139.71,-0.15,0.04,0.03,1.57,-9.6,1.06,2492644.0,0.5
1139.82,-0.14,0.02,0.05,1.57,-9.6,1.05,2492569.0,0.5
1139.93,-0.12,0.02,0.08,1.59,-9.61,1.03,2492489.0,0.5
1140.03,-0.12,0.02,0.08,1.6,-9.62,1.03,2492324.0,0.5
1140.14,-0.13,0.01,0.06,1.61,-9.61,1.03,2492342.0,0.5
1140.25,-0.14,-0.02,0.03,1.61,-9.6,1.03,2492172.0,0.5
1140.35,-0.15,-0.08,0.01,1.61,-9.6,1.03,2492282.0,0.5
1140.46,-0.15,-0.11,-0.0,1.6,-9.61,1.03,2492029.0,0.5
1140.57,-0.16,-0.12,-0.03,1.59,-9.61,1.03,2492152.0,0.5
1140.68,-0.17,-0.09,-0.06,1.59,-9.61,1.04,2492091.0,0.5
